PHASE 2 RESULTS: TRAINING WINNERS
================================================================================

Total Entries: 5738
Winners: 1081
Losers: 4657

WINNERS:
--------------------------------------------------------------------------------
2025-08-18 | BEN    | BEN|29.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.45 | Return: 350.0% | Days: 2
2025-09-24 | NI     | NI|45.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 1
2025-09-24 | NLY    | NLY|22.5|2025-10-31|CALL       | Entry: $0.08 | Exit: $0.19 | Return: 137.5% | Days: 1
2025-09-24 | NTNX   | NTNX|90.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.38 | Return: 280.0% | Days: 4
2025-09-24 | NU     | NU|14.0|2025-10-17|PUT         | Entry: $0.05 | Exit: $0.07 | Return:  40.0% | Days: 1
2025-09-24 | OMF    | OMF|67.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-24 | OWL    | OWL|16.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 1
2025-09-24 | OXY    | OXY|40.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 2
2025-09-24 | O      | O|62.5|2025-10-17|CALL         | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 4
2025-09-24 | PCG    | PCG|12.0|2025-10-17|PUT        | Entry: $0.06 | Exit: $0.15 | Return: 150.0% | Days: 3
2025-09-24 | PCG    | PCG|12.5|2025-10-17|PUT        | Entry: $0.06 | Exit: $0.10 | Return:  66.7% | Days: 1
2025-09-24 | PCG    | PCG|17.0|2025-10-17|CALL       | Entry: $0.06 | Exit: $0.17 | Return: 183.3% | Days: 2
2025-09-24 | PFE    | PFE|21.5|2025-10-17|PUT        | Entry: $0.05 | Exit: $0.07 | Return:  40.0% | Days: 3
2025-09-24 | PFE    | PFE|22.0|2025-10-17|PUT        | Entry: $0.07 | Exit: $0.09 | Return:  28.6% | Days: 2
2025-09-24 | PINS   | PINS|39.0|2025-10-17|CALL      | Entry: $0.09 | Exit: $0.17 | Return:  88.9% | Days: 2
2025-09-24 | PR     | PR|12.0|2025-10-17|PUT         | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 4
2025-09-24 | SEE    | SEE|37.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.25 | Return: 150.0% | Days: 3
2025-09-24 | SIRI   | SIRI|20.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 2
2025-09-24 | SJM    | SJM|95.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-24 | SOLV   | SOLV|80.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 1
2025-09-24 | S      | S|16.0|2025-10-17|PUT          | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-24 | TJX    | TJX|115.0|2025-10-17|PUT       | Entry: $0.05 | Exit: $0.09 | Return:  80.0% | Days: 3
2025-09-24 | TROW   | TROW|115.0|2025-10-17|CALL     | Entry: $0.10 | Exit: $0.25 | Return: 150.0% | Days: 2
2025-09-24 | VICI   | VICI|30.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-24 | VZ     | VZ|45.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 1
2025-09-24 | WEC    | WEC|120.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 2
2025-09-24 | WHR    | WHR|95.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 1
2025-09-24 | WY     | WY|27.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 4
2025-09-24 | XEL    | XEL|85.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-24 | XLU    | XLU|70.0|2025-10-17|PUT        | Entry: $0.06 | Exit: $0.08 | Return:  33.3% | Days: 2
2025-09-24 | XLU    | XLU|75.0|2025-10-17|PUT        | Entry: $0.08 | Exit: $0.11 | Return:  37.5% | Days: 2
2025-09-24 | XLU    | XLU|76.0|2025-10-17|PUT        | Entry: $0.06 | Exit: $0.09 | Return:  50.0% | Days: 4
2025-09-24 | XOM    | XOM|130.0|2025-10-17|CALL      | Entry: $0.06 | Exit: $0.10 | Return:  66.7% | Days: 3
2025-09-24 | XOM    | XOM|135.0|2025-10-17|CALL      | Entry: $0.03 | Exit: $0.05 | Return:  66.7% | Days: 2
2025-09-24 | XP     | XP|21.5|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-25 | AAPL   | AAPL|295.0|2025-10-17|CALL     | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 1
2025-09-25 | AAPL   | AAPL|300.0|2025-10-24|CALL     | Entry: $0.09 | Exit: $0.13 | Return:  44.4% | Days: 1
2025-09-25 | ADM    | ADM|70.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.16 | Return:  60.0% | Days: 1
2025-09-25 | ADT    | ADT|9.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 1
2025-09-25 | AGNC   | AGNC|10.0|2025-10-17|CALL      | Entry: $0.06 | Exit: $0.08 | Return:  33.3% | Days: 2
2025-09-25 | BMY    | BMY|48.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 3
2025-09-25 | BMY    | BMY|50.0|2025-10-17|CALL       | Entry: $0.06 | Exit: $0.23 | Return: 283.3% | Days: 1
2025-09-25 | BRO    | BRO|100.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.55 | Return: 450.0% | Days: 2
2025-09-25 | CAG    | CAG|20.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 2
2025-09-25 | CAG    | CAG|21.0|2025-10-24|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-25 | CMCSA  | CMCSA|27.5|2025-10-17|PUT      | Entry: $0.08 | Exit: $0.12 | Return:  50.0% | Days: 1
2025-09-25 | CPB    | CPB|29.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.26 | Return: 160.0% | Days: 3
2025-09-25 | CPNG   | CPNG|35.0|2025-10-17|CALL      | Entry: $0.08 | Exit: $0.15 | Return:  87.5% | Days: 2
2025-09-25 | CPNG   | CPNG|36.0|2025-10-24|CALL      | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 1
2025-09-25 | CSX    | CSX|40.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-25 | CTRA   | CTRA|21.5|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-25 | CUBE   | CUBE|42.5|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 1
2025-09-25 | DAY    | DAY|70.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 2
2025-09-25 | DD     | DD|85.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-25 | DIS    | DIS|135.0|2025-10-17|CALL      | Entry: $0.08 | Exit: $0.27 | Return: 237.5% | Days: 2
2025-09-25 | DVN    | DVN|41.0|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.17 | Return:  88.9% | Days: 2
2025-09-25 | DVN    | DVN|42.0|2025-10-24|CALL       | Entry: $0.09 | Exit: $0.24 | Return: 166.7% | Days: 1
2025-09-25 | DVN    | DVN|42.5|2025-10-17|CALL       | Entry: $0.05 | Exit: $0.08 | Return:  60.0% | Days: 2
2025-09-25 | DXC    | DXC|15.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.22 | Return: 120.0% | Days: 2
2025-09-25 | ELAN   | ELAN|21.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.21 | Return: 110.0% | Days: 2
2025-09-25 | EMN    | EMN|50.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.37 | Return: 270.0% | Days: 2
2025-09-25 | EXC    | EXC|47.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-25 | FAST   | FAST|55.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 2
2025-09-25 | F      | F|12.5|2025-10-17|CALL         | Entry: $0.07 | Exit: $0.18 | Return: 157.1% | Days: 2
2025-09-25 | F      | F|12.5|2025-10-24|CALL         | Entry: $0.09 | Exit: $0.22 | Return: 144.4% | Days: 2
2025-09-25 | F      | F|13.0|2025-10-17|CALL         | Entry: $0.04 | Exit: $0.08 | Return: 100.0% | Days: 2
2025-09-25 | F      | F|13.0|2025-10-24|CALL         | Entry: $0.05 | Exit: $0.11 | Return: 120.0% | Days: 2
2025-09-25 | F      | F|13.5|2025-10-17|CALL         | Entry: $0.03 | Exit: $0.04 | Return:  33.3% | Days: 2
2025-09-25 | F      | F|13.5|2025-10-24|CALL         | Entry: $0.03 | Exit: $0.05 | Return:  66.7% | Days: 2
2025-09-25 | F      | F|13.5|2025-10-31|CALL         | Entry: $0.07 | Exit: $0.12 | Return:  71.4% | Days: 2
2025-09-25 | GAP    | GAP|18.5|2025-10-17|PUT        | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 1
2025-09-25 | GAP    | GAP|19.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-25 | GIS    | GIS|55.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-25 | HAL    | HAL|20.0|2025-10-24|PUT        | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-25 | HAL    | HAL|29.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-25 | HOG    | HOG|32.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-25 | HPQ    | HPQ|30.0|2025-10-24|CALL       | Entry: $0.10 | Exit: $0.16 | Return:  60.0% | Days: 1
2025-09-25 | HPQ    | HPQ|32.0|2025-11-21|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-25 | IVZ    | IVZ|20.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-25 | IVZ    | IVZ|25.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 2
2025-09-25 | JNJ    | JNJ|145.0|2025-10-17|PUT       | Entry: $0.06 | Exit: $0.08 | Return:  33.3% | Days: 2
2025-09-25 | JNJ    | JNJ|195.0|2025-10-17|CALL      | Entry: $0.07 | Exit: $0.27 | Return: 285.7% | Days: 2
2025-09-25 | KHC    | KHC|24.0|2025-10-17|PUT        | Entry: $0.09 | Exit: $0.12 | Return:  33.3% | Days: 1
2025-09-25 | KMB    | KMB|135.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 2
2025-09-25 | KMI    | KMI|25.5|2025-10-17|PUT        | Entry: $0.08 | Exit: $0.14 | Return:  75.0% | Days: 1
2025-09-25 | KR     | KR|75.0|2025-10-17|CALL        | Entry: $0.09 | Exit: $0.18 | Return: 100.0% | Days: 2
2025-09-25 | KVUE   | KVUE|14.0|2025-10-24|PUT       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-25 | LINE   | LINE|45.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 1
2025-09-25 | MET    | MET|87.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 2
2025-09-25 | MGM    | MGM|40.0|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.29 | Return: 222.2% | Days: 2
2025-09-25 | MRK    | MRK|65.0|2025-10-17|PUT        | Entry: $0.05 | Exit: $0.10 | Return: 100.0% | Days: 1
2025-09-25 | MRK    | MRK|90.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 1
2025-09-25 | M      | M|20.0|2025-10-17|CALL         | Entry: $0.07 | Exit: $0.12 | Return:  71.4% | Days: 2
2025-09-25 | NEE    | NEE|85.0|2025-10-17|CALL       | Entry: $0.04 | Exit: $0.09 | Return: 125.0% | Days: 1
2025-09-25 | NLY    | NLY|21.5|2025-10-17|CALL       | Entry: $0.06 | Exit: $0.08 | Return:  33.3% | Days: 1
2025-09-25 | NLY    | NLY|22.0|2025-10-24|CALL       | Entry: $0.07 | Exit: $0.09 | Return:  28.6% | Days: 2
2025-09-25 | NLY    | NLY|22.5|2025-10-24|CALL       | Entry: $0.06 | Exit: $0.27 | Return: 350.0% | Days: 1
2025-09-25 | NLY    | NLY|22.5|2025-10-31|CALL       | Entry: $0.09 | Exit: $0.19 | Return: 111.1% | Days: 1
2025-09-25 | NU     | NU|18.5|2025-10-24|CALL        | Entry: $0.07 | Exit: $0.09 | Return:  28.6% | Days: 1
2025-09-25 | ORLY   | ORLY|115.0|2025-10-17|CALL     | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-25 | OWL    | OWL|19.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-25 | O      | O|62.5|2025-10-17|CALL         | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 3
2025-09-25 | PATH   | PATH|14.5|2025-10-17|CALL      | Entry: $0.09 | Exit: $0.65 | Return: 622.2% | Days: 3
2025-09-25 | PCG    | PCG|12.0|2025-10-17|PUT        | Entry: $0.03 | Exit: $0.15 | Return: 400.0% | Days: 2
2025-09-25 | PCG    | PCG|12.5|2025-10-17|PUT        | Entry: $0.05 | Exit: $0.10 | Return: 100.0% | Days: 1
2025-09-25 | PCG    | PCG|16.0|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.18 | Return: 100.0% | Days: 2
2025-09-25 | PCG    | PCG|16.5|2025-10-17|CALL       | Entry: $0.07 | Exit: $0.10 | Return:  42.9% | Days: 1
2025-09-25 | PCG    | PCG|17.0|2025-10-17|CALL       | Entry: $0.06 | Exit: $0.17 | Return: 183.3% | Days: 1
2025-09-25 | PFE    | PFE|21.5|2025-10-17|PUT        | Entry: $0.05 | Exit: $0.07 | Return:  40.0% | Days: 2
2025-09-25 | PFE    | PFE|22.0|2025-10-17|PUT        | Entry: $0.07 | Exit: $0.09 | Return:  28.6% | Days: 1
2025-09-25 | PFE    | PFE|27.0|2025-10-17|CALL       | Entry: $0.04 | Exit: $0.05 | Return:  25.0% | Days: 1
2025-09-25 | PFE    | PFE|27.5|2025-10-31|CALL       | Entry: $0.07 | Exit: $0.09 | Return:  28.6% | Days: 1
2025-09-25 | PINS   | PINS|39.0|2025-10-17|CALL      | Entry: $0.08 | Exit: $0.17 | Return: 112.5% | Days: 1
2025-09-25 | PR     | PR|12.0|2025-10-17|PUT         | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 3
2025-09-25 | RNG    | RNG|35.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-25 | SEE    | SEE|37.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.25 | Return: 150.0% | Days: 2
2025-09-25 | TJX    | TJX|115.0|2025-10-17|PUT       | Entry: $0.07 | Exit: $0.09 | Return:  28.6% | Days: 2
2025-09-25 | TOL    | TOL|160.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-25 | TROW   | TROW|115.0|2025-10-17|CALL     | Entry: $0.10 | Exit: $0.25 | Return: 150.0% | Days: 1
2025-09-25 | T      | T|23.0|2025-10-17|PUT          | Entry: $0.05 | Exit: $0.11 | Return: 120.0% | Days: 1
2025-09-25 | T      | T|32.0|2025-10-17|CALL         | Entry: $0.04 | Exit: $0.05 | Return:  25.0% | Days: 1
2025-09-25 | UA     | UA|5.0|2025-10-17|CALL         | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 2
2025-09-25 | VXX    | VXX|28.0|2025-10-17|PUT        | Entry: $0.04 | Exit: $0.06 | Return:  50.0% | Days: 1
2025-09-25 | WSC    | WSC|25.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-25 | WY     | WY|27.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-25 | XOM    | XOM|130.0|2025-10-17|CALL      | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 2
2025-09-25 | XOM    | XOM|135.0|2025-10-17|CALL      | Entry: $0.03 | Exit: $0.05 | Return:  66.7% | Days: 1
2025-09-25 | XP     | XP|21.5|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-25 | ZTS    | ZTS|160.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.16 | Return:  60.0% | Days: 2
2025-09-25 | ZTS    | ZTS|165.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-26 | AAL    | AAL|9.5|2025-10-17|PUT         | Entry: $0.04 | Exit: $0.05 | Return:  25.0% | Days: 2
2025-09-26 | AEP    | AEP|130.0|2025-11-21|CALL      | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-26 | APA    | APA|20.0|2025-10-24|PUT        | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 2
2025-09-26 | APA    | APA|21.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 2
2025-09-26 | BEN    | BEN|21.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-26 | BEN    | BEN|27.0|2025-11-21|CALL       | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 1
2025-09-26 | BMY    | BMY|48.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 2
2025-09-26 | BMY    | BMY|49.0|2025-10-24|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-26 | CPB    | CPB|35.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-26 | CPNG   | CPNG|35.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-26 | CPNG   | CPNG|36.0|2025-10-24|CALL      | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 1
2025-09-26 | CSX    | CSX|40.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-26 | CZR    | CZR|22.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-26 | DIS    | DIS|135.0|2025-10-17|CALL      | Entry: $0.08 | Exit: $0.27 | Return: 237.5% | Days: 1
2025-09-26 | DIS    | DIS|95.0|2025-10-17|PUT        | Entry: $0.07 | Exit: $0.10 | Return:  42.9% | Days: 1
2025-09-26 | DKNG   | DKNG|35.0|2025-10-17|PUT       | Entry: $0.06 | Exit: $0.26 | Return: 333.3% | Days: 2
2025-09-26 | DVN    | DVN|32.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-26 | DVN    | DVN|32.5|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.22 | Return: 120.0% | Days: 2
2025-09-26 | DVN    | DVN|41.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 1
2025-09-26 | DVN    | DVN|44.0|2025-10-24|CALL       | Entry: $0.10 | Exit: $0.42 | Return: 320.0% | Days: 1
2025-09-26 | D      | D|67.5|2025-11-21|CALL         | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-26 | EBAY   | EBAY|105.0|2025-10-17|CALL     | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 2
2025-09-26 | EMN    | EMN|75.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-26 | FCX    | FCX|43.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 2
2025-09-26 | FE     | FE|47.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 1
2025-09-26 | FHN    | FHN|20.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-26 | FTNT   | FTNT|70.0|2025-10-17|PUT       | Entry: $0.08 | Exit: $0.11 | Return:  37.5% | Days: 1
2025-09-26 | F      | F|10.5|2025-10-17|PUT          | Entry: $0.05 | Exit: $0.07 | Return:  40.0% | Days: 1
2025-09-26 | F      | F|12.5|2025-10-17|CALL         | Entry: $0.08 | Exit: $0.18 | Return: 125.0% | Days: 1
2025-09-26 | F      | F|13.0|2025-10-17|CALL         | Entry: $0.04 | Exit: $0.08 | Return: 100.0% | Days: 1
2025-09-26 | F      | F|13.0|2025-10-24|CALL         | Entry: $0.06 | Exit: $0.11 | Return:  83.3% | Days: 1
2025-09-26 | F      | F|13.5|2025-10-17|CALL         | Entry: $0.03 | Exit: $0.04 | Return:  33.3% | Days: 1
2025-09-26 | F      | F|13.5|2025-10-24|CALL         | Entry: $0.04 | Exit: $0.05 | Return:  25.0% | Days: 1
2025-09-26 | F      | F|13.5|2025-10-31|CALL         | Entry: $0.08 | Exit: $0.12 | Return:  50.0% | Days: 1
2025-09-26 | F      | F|14.0|2025-10-31|CALL         | Entry: $0.05 | Exit: $0.08 | Return:  60.0% | Days: 1
2025-09-26 | F      | F|14.0|2025-11-21|CALL         | Entry: $0.08 | Exit: $0.11 | Return:  37.5% | Days: 1
2025-09-26 | GAP    | GAP|19.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-26 | HAL    | HAL|20.5|2025-10-31|PUT        | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 2
2025-09-26 | HAL    | HAL|21.0|2025-10-24|PUT        | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 2
2025-09-26 | HAL    | HAL|21.5|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-26 | HPE    | HPE|28.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.40 | Return: 300.0% | Days: 2
2025-09-26 | HPQ    | HPQ|30.0|2025-10-24|CALL       | Entry: $0.09 | Exit: $0.16 | Return:  77.8% | Days: 1
2025-09-26 | IVZ    | IVZ|20.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-26 | IVZ    | IVZ|25.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 1
2025-09-26 | KD     | KD|34.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 2
2025-09-26 | KD     | KD|35.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.55 | Return: 450.0% | Days: 1
2025-09-26 | KMB    | KMB|135.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 1
2025-09-26 | KMI    | KMI|25.0|2025-10-17|PUT        | Entry: $0.04 | Exit: $0.07 | Return:  75.0% | Days: 2
2025-09-26 | KR     | KR|75.0|2025-10-17|CALL        | Entry: $0.09 | Exit: $0.18 | Return: 100.0% | Days: 1
2025-09-26 | LINE   | LINE|45.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 2
2025-09-26 | MGM    | MGM|30.0|2025-10-17|PUT        | Entry: $0.09 | Exit: $0.44 | Return: 388.9% | Days: 1
2025-09-26 | MRK    | MRK|90.0|2025-10-17|CALL       | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 2
2025-09-26 | MSFT   | MSFT|615.0|2025-10-17|CALL     | Entry: $0.03 | Exit: $0.14 | Return: 366.7% | Days: 1
2025-09-26 | MTCH   | MTCH|40.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-26 | MTCH   | MTCH|41.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.35 | Return: 250.0% | Days: 1
2025-09-26 | M      | M|20.0|2025-10-17|CALL         | Entry: $0.07 | Exit: $0.12 | Return:  71.4% | Days: 1
2025-09-26 | M      | M|20.0|2025-10-24|CALL         | Entry: $0.09 | Exit: $0.12 | Return:  33.3% | Days: 1
2025-09-26 | NEE    | NEE|62.5|2025-10-17|PUT        | Entry: $0.05 | Exit: $0.08 | Return:  60.0% | Days: 1
2025-09-26 | NEE    | NEE|83.0|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.13 | Return:  44.4% | Days: 2
2025-09-26 | NEE    | NEE|85.0|2025-10-17|CALL       | Entry: $0.04 | Exit: $0.09 | Return: 125.0% | Days: 1
2025-09-26 | NTNX   | NTNX|90.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.38 | Return: 280.0% | Days: 2
2025-09-26 | NU     | NU|18.5|2025-10-24|CALL        | Entry: $0.06 | Exit: $0.09 | Return:  50.0% | Days: 1
2025-09-26 | OXY    | OXY|40.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 2
2025-09-26 | O      | O|62.5|2025-10-17|CALL         | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 2
2025-09-26 | PATH   | PATH|14.0|2025-10-17|CALL      | Entry: $0.09 | Exit: $0.90 | Return: 900.0% | Days: 2
2025-09-26 | PATH   | PATH|14.5|2025-10-17|CALL      | Entry: $0.08 | Exit: $0.65 | Return: 712.5% | Days: 2
2025-09-26 | PCG    | PCG|12.0|2025-10-17|PUT        | Entry: $0.03 | Exit: $0.15 | Return: 400.0% | Days: 1
2025-09-26 | PCG    | PCG|16.0|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.18 | Return: 100.0% | Days: 1
2025-09-26 | PCG    | PCG|16.5|2025-10-17|CALL       | Entry: $0.05 | Exit: $0.10 | Return: 100.0% | Days: 1
2025-09-26 | PENN   | PENN|17.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.21 | Return: 110.0% | Days: 1
2025-09-26 | PINS   | PINS|39.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 1
2025-09-26 | PR     | PR|12.0|2025-10-17|PUT         | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 2
2025-09-26 | SJM    | SJM|120.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-26 | TJX    | TJX|115.0|2025-10-17|PUT       | Entry: $0.07 | Exit: $0.09 | Return:  28.6% | Days: 1
2025-09-26 | TMO    | TMO|540.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
